gameweek,season,week,favorite,underdog,spread,fav_implied_score,und_implied_score,total,favML,undML,favoritehome,spreadflag,spread_0to3,spread_35to7,spread_75to10,spread_105to14,spread_145plus,fav_as_fav_last_5_ats_percent,und_as_und_last_5_ats_percent,fav_last_5_percent,und_last_5_percent,fav_last_5_ats_percent,und_last_5_ats_percent,fav_score_last5,und_score_last5,fav_spread_diff_last5,und_spread_diff_last5,fav_passing_yds_last5,und_passing_yds_last5,fav_passing_yds_per_cmp_last5,und_passing_yds_per_cmp_last5,fav_passing_cmp_last5,und_passing_cmp_last5,fav_rushing_yds_last5,und_rushing_yds_last5,fav_rushing_per_att_last5,und_rushing_per_att_last5,fav_passing_tds_last5,und_passing_tds_last5,fav_total_tds_last5,und_total_tds_last5,fav_fg_made_last5,und_fg_made_last5,fav_fg_percent_last5,und_fg_percent_last5,fav_xp_made_last5,und_xp_made_last5,fav_def_ffum_last5,und_def_ffum_last5,fav_def_int_last5,und_def_int_last5,fav_def_sk_last5,und_def_sk_last5,fav_def_tkl_last5,und_def_tkl_last5,fav_to_fum_lost_last5,und_to_fum_lost_last5,fav_to_int_last5,und_to_int_last5,fav_total_to_last5,und_total_to_last5,fav_against_und_last_5_ats_percent,fav_against_und_last_5_percent,fav_as_fav_last_10_ats_percent,und_as_und_last_10_ats_percent,fav_last_10_percent,und_last_10_percent,fav_last_10_ats_percent,und_last_10_ats_percent,fav_score_last10,und_score_last10,fav_spread_diff_last10,und_spread_diff_last10,fav_passing_yds_last10,und_passing_yds_last10,fav_passing_yds_per_cmp_last10,und_passing_yds_per_cmp_last10,fav_passing_cmp_last10,und_passing_cmp_last10,fav_rushing_yds_last10,und_rushing_yds_last10,fav_rushing_per_att_last10,und_rushing_per_att_last10,fav_passing_tds_last10,und_passing_tds_last10,fav_total_tds_last10,und_total_tds_last10,fav_fg_made_last10,und_fg_made_last10,fav_fg_percent_last10,und_fg_percent_last10,fav_xp_made_last10,und_xp_made_last10,fav_def_ffum_last10,und_def_ffum_last10,fav_def_int_last10,und_def_int_last10,fav_def_sk_last10,und_def_sk_last10,fav_def_tkl_last10,und_def_tkl_last10,fav_to_fum_lost_last10,und_to_fum_lost_last10,fav_to_int_last10,und_to_int_last10,fav_total_to_last10,und_total_to_last10,fav_as_fav_last_ats_percent,und_as_und_last_ats_percent,fav_last_percent,und_last_percent,fav_last_ats_percent,und_last_ats_percent,fav_score_last,und_score_last,fav_spread_diff_last,und_spread_diff_last,fav_passing_yds_last,und_passing_yds_last,fav_passing_yds_per_cmp_last,und_passing_yds_per_cmp_last,fav_passing_cmp_last,und_passing_cmp_last,fav_rushing_yds_last,und_rushing_yds_last,fav_rushing_per_att_last,und_rushing_per_att_last,fav_passing_tds_last,und_passing_tds_last,fav_total_tds_last,und_total_tds_last,fav_fg_made_last,und_fg_made_last,fav_fg_percent_last,und_fg_percent_last,fav_xp_made_last,und_xp_made_last,fav_def_ffum_last,und_def_ffum_last,fav_def_int_last,und_def_int_last,fav_def_sk_last,und_def_sk_last,fav_def_tkl_last,und_def_tkl_last,fav_to_fum_lost_last,und_to_fum_lost_last,fav_to_int_last,und_to_int_last,fav_total_to_last,und_total_to_last,fav_as_fav_against_und_last_ats_percent,fav_against_und_last_ats_percent,fav_against_und_last_percent,sunday,monday,thursday,saturday,morning,afternoon,night,central_central,central_east,central_mountain,central_west,east_central,east_east,east__mountain,east_west,mountain_central,mountain_east,mountain_mountain,mountain_west,west_central,west_east,west_mountain,west_west,Temp,Dome,Fair,Partly_Cloudy,Mostly_Cloudy,Breezy,Windy,Blizzard,Light_Rain,Heavy_Rain,Light_Snow,Heavy_Snow,Thunderstorm
201403,2014,3,CAR,PIT,-3,22,19,42.5,-180,160,1,0,1,0,0,0,0,0.75,0.8,1,0.8,0.75,0.6,22.4,24.8,-0.2,-2.5,205.2,211.8,12.56054973,10.71227775,0.616175958,0.663094752,127.4,104.4,4.623782716,4.068965517,1.4,1.8,2.8,3.6,1.6,1.2,0.733333333,0.6,2,2.6,0.2,1,1,0.6,5,2.2,41.2,45,0.2,0.4,0.8,0.8,1,1.2,0,0,0.777777778,0.555555556,0.9,0.7,0.666666667,0.7,20.6,25.9,-2.3,1.9,200.8,220.1,11.82617055,11.20611499,0.588014088,0.635915094,137.2,96.9,4.698682962,3.476203732,1.2,2,2.4,4,1.6,1.6,0.708333333,0.733333333,2.3,2.5,0.3,1.4,1,0.9,3.9,3.1,42.8,45,0.3,0.3,0.8,0.7,1.1,1,1,0,1,0,1,0,24,6,-15.5,-17.5,149,179,9.933333333,9.421052632,0.555555556,0.612903226,134,120,4.620689655,4.137931034,2,1,4,2,0,2,0,1,2,2,0,1,1,1,9,3,48,47,1,0,1,2,2,2,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0
201403,2014,3,CIN,TEN,-6.5,25,19,44.5,-300,250,1,1,0,1,0,0,0,0.8,0.333333333,0.8,0.6,0.8,0.25,28.6,21.2,-3.9,8,268.4,224.4,12.23325397,11.13651799,0.631290281,0.601754009,113.6,131.4,3.444891836,4.133625731,2.4,1.4,4.8,2.8,0.6,1.4,0.4,0.533333333,3.6,2.6,0.6,0.6,1.6,0.8,1.8,2,43.2,49,0.6,0.6,1,1.6,1.6,2.2,0.2,0.2,0.7,0.5,0.7,0.4,0.7,0.25,28,22.5,-4.5,3.7,228.2,224.4,11.18974054,11.51752085,0.577081005,0.6161151,101.2,113.4,3.145714529,3.867100905,1.9,1.3,3.8,2.6,1.3,1.5,0.616666667,0.666666667,2.7,2.3,0.8,0.7,1.7,1,2.7,2.2,44.4,49.1,0.6,0.7,1.2,1.1,1.8,1.8,1,1,1,0,1,0,24,10,-8.5,19.5,281,166,13.38095238,11.06666667,0.583333333,0.625,111,151,3.7,4.194444444,2,0,4,0,2,3,1,1,3,1,0,1,3,2,2,1,42,36,0,0,4,1,4,1,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0
201403,2014,3,DAL,LA,-2,23,21,45,-130,110,0,1,1,0,0,0,0,0.2,0.4,0.4,0.6,0.4,0.6,25,16.8,5.1,8.6,262.2,174.4,11.52812031,10.28461779,0.632944042,0.658518519,126,100,5.344817115,3.582596385,2,0.8,4,1.6,2,1.8,0.8,1,3,1.4,0.2,1,0.6,0.4,1.6,4,46.6,50.2,0.6,0.4,1,1,1.6,1.4,0.4,0.4,0.3,0.5,0.5,0.5,0.3,0.5,25.2,20.8,-0.3,3.95,266.4,211.1,11.95768334,13.14958851,0.604612745,0.602272126,105.3,115.3,4.99612609,4.28808418,2.1,1.3,4.2,2.6,1.6,1.4,0.9,0.766666667,2.7,1.9,0.5,1.4,0.4,1.1,1.6,3.7,48.1,49.9,0.5,0.5,0.9,0.8,1.4,1.3,0,1,1,1,1,1,26,19,19.5,6.5,358,157,11.93333333,7.476190476,0.652173913,0.7,59,13,3.277777778,0.722222222,2,1,4,2,3,1,1,1,1,0,1,0,0,0,5,4,49,42,1,0,2,2,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201403,2014,3,DET,GB,-1.5,26,25,52,-120,100,1,1,1,0,0,0,0,0.4,0.2,0.2,0.6,0.2,0.4,18.2,29.6,-1.6,-3.2,230.4,249.2,12.31983838,11.98352381,0.563977591,0.619230769,130.2,119.6,3.850728212,4.108169478,1,1.6,2,3.2,1,1.6,0.7,1,1.6,2.4,0.8,1,0.8,1.4,2.6,1.4,39.4,45.2,1.2,0.8,1.4,1.2,2.6,2,0.2,0.2,0.3,0.3,0.3,0.444444444,0.3,0.2,22,23.2,-2.1,-5.45,274.5,292.2,12.75478734,12.14170033,0.55445774,0.637235582,115.8,113.7,4.063480656,4.019841041,1.6,1.7,3.2,3.4,1.1,1.8,0.65,0.95,2.1,2.7,0.6,0.7,0.5,1,2.2,2.8,41.8,49.5,1.4,0.5,1.5,1.1,2.9,1.6,1,0,0,1,0,0,7,31,-15.5,0.5,217,318,9.863636364,12.72,0.666666667,0.641025641,63,160,2.863636364,4.705882353,1,2,2,4,2,2,1,1,1,3,1,1,1,1,3,1,33,42,0,0,0,2,0,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201403,2014,3,IND,JAC,-6.5,25,19,45,-290,240,0,1,0,1,0,0,0,0.75,0.2,0.6,0,0.8,0.2,25.8,14.6,1.2,-8.9,250.8,229.2,10.46704141,10.32710384,0.633090912,0.580542461,106.8,105,4.091990663,3.987505959,1.6,2.2,3.2,4.4,2.8,1.8,0.75,1,2.4,2,1.6,1,1.6,1.2,2.4,2.8,42.8,51,0,0.6,0.4,1,0.4,1.6,0.6,0.6,0.555555556,0.5,0.5,0.4,0.555555556,0.5,22.8,18.8,0.6,0.35,246.6,246.6,10.98544894,10.82484108,0.588554003,0.602961834,94,94.4,3.727633485,3.72996416,1.3,1.5,2.6,3,2,1.6,0.675,0.741666667,2,1.8,1,0.8,1.2,1,2.4,2.5,45.3,48.3,0.1,0.3,0.7,1.5,0.8,1.8,0,0,0,0,0,0,27,10,6,-26,307,331,10.5862069,11.03333333,0.707317073,0.588235294,80,42,2.857142857,2.625,1,1,2,2,3,1,1,1,3,1,1,1,1,0,3,1,35,42,0,1,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0
201403,2014,3,MIA,KC,-5.5,24,18,42.5,-255,215,1,0,0,1,0,0,0,0.2,0.6,0.4,0.2,0.4,0.6,14.8,22.8,-0.1,8.3,228.4,223.6,11.28361905,11.30444139,0.558094966,0.664589134,86.8,145.6,3.879230928,5.260762447,1.6,2,3.2,4,1,0.4,0.45,0.2,1.8,4,0.6,0.8,0.8,1.8,1.6,2,49.4,52.8,0.2,0.6,1.4,0.8,1.6,1.4,0.2,0.2,0.4,0.4,0.5,0.3,0.6,0.5,18.6,26.5,4.15,0.75,231.4,199.5,10.99028235,11.10065075,0.581999864,0.590356212,82.1,144.1,3.640485286,5.071857414,1.4,1.5,2.8,3,1.3,0.7,0.55,0.416666667,1.6,2.8,0.6,0.9,0.8,0.9,1.8,1.4,49,53.1,0.2,0.6,1.1,0.8,1.3,1.4,0,1,0,0,0,1,10,17,-18,6,204,200,10.2,9.523809524,0.5,0.7,92,143,4.181818182,3.864864865,1,1,2,2,0,1,0,0.5,1,3,0,0,0,1,0,3,54,62,0,0,3,0,3,0,,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,0
201403,2014,3,NE,OAK,-14,30,16,47,-1300,800,1,0,0,0,0,1,0,0.6,0.2,0.6,0,0.6,0.2,29,17.2,-8.8,-8.6,289.4,253.6,11.51229716,12.96333333,0.612535676,0.550894309,136,88.6,4.430305136,3.604263641,1.6,1.2,3.2,2.4,2.4,1.2,0.866666667,0.733333333,2.4,2.4,0.2,1,0.8,0.4,2.8,1.8,41,51.6,0.2,1,0.8,1.6,1,2.6,0.2,0.2,0.6,0.4,0.7,0.1,0.5,0.4,31.5,20.4,-4.6,-3.1,308.1,214.8,11.42256759,11.96246923,0.62180015,0.535363974,126.8,97,4.234134615,3.776925799,1.7,1.2,3.4,2.4,2.1,1.4,0.833333333,0.633333333,2.8,2.1,0.3,1.3,1,0.5,2.7,2,41.7,49.9,0.7,0.7,0.9,1.2,1.6,1.9,1,0,1,0,1,0,30,14,-20,-13,122,211,8.714285714,10.55,0.583333333,0.555555556,267,54,6.209302326,2.842105263,1,2,2,4,4,0,1,0,2,2,1,0,0,0,4,3,40,56,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0
201403,2014,3,NO,MIN,-10,29,19,49.5,-625,450,1,1,0,0,1,0,0,0.4,0.6,0.2,0.6,0.2,0.6,25.8,23.4,3.3,3.6,303,246.6,10.42864548,12.16082432,0.691367532,0.567748652,79.4,146.8,3.472268908,5.720655462,2.2,1.4,4.4,2.8,0.8,1.4,0.466666667,0.483333333,2.6,2.8,0.2,1,0.4,0.8,2.4,3.4,41.2,43.4,0.4,0.6,0.8,1.2,1.2,1.8,0.25,0.4,0.444444444,0.7,0.5,0.666666667,0.333333333,0.7,25.6,24.6,-4.05,2.55,333.2,230.2,11.16354888,11.94231692,0.705328188,0.593556866,101.3,158,3.840239717,5.179801482,2.5,1.6,5,3.2,1.1,2.1,0.6,0.741666667,3.2,2.8,0.4,0.9,0.4,0.4,2.6,3.3,38.6,43.9,0.5,0.6,0.6,1,1.1,1.6,0,0,0,0,0,0,24,7,8,-20,381,189,15.875,9.45,0.774193548,0.606060606,97,174,3.464285714,8.7,4,1,8,2,0,0,0,0,6,2,0,1,1,0,2,5,38,43,0,1,0,1,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201403,2014,3,NYG,HOU,-1,21,20,41.5,-120,100,1,1,1,0,0,0,0,0.4,0.6,0.4,0.4,0.4,0.6,14.2,14.6,-2.8,-10,219.8,240.4,11.36002635,11.69434343,0.592380952,0.546384518,72.2,92.6,3.069109731,3.854109785,0.8,0.6,1.6,1.2,1.2,1.4,0.533333333,1,1.6,1.6,1,0.6,1,0.6,3,1,59,47.4,0.6,0.4,2.2,1.8,2.8,2.2,0.2,0.2,0.5,0.4,0.5,0.2,0.4,0.5,18.1,17.7,-2.65,-0.2,206.5,235,11.71446556,11.13441919,0.589134199,0.549528756,102.6,84.2,3.890031056,3.80669775,1.4,0.7,2.8,1.4,1.1,1.8,0.566666667,0.925,2.1,1.3,0.7,0.6,1.1,0.4,2.4,1.3,56.4,48.3,0.6,0.6,1.3,1.3,1.9,1.9,0,1,0,1,0,1,14,30,13,-13,163,229,13.58333333,10.40909091,0.375,0.647058824,122,65,3.485714286,2.954545455,1,0,2,0,2,1,0.666666667,1,2,1,2,2,2,1,3,1,57,50,1,2,2,2,3,4,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
201403,2014,3,NYJ,CHI,-1.5,23,21,45,-125,105,1,0,1,0,0,0,0,0.4,0.2,0.6,0.4,0.75,0.4,21.4,25,2.6,-4.6,185.6,287.2,11.21014957,13.28715854,0.564679537,0.657533774,152.2,135.4,4.715178571,5.022978919,0.8,2.4,1.6,4.8,1.8,1.4,0.833333333,0.7,2,2.8,0,0.4,1.4,1,1.6,2.4,43.4,48.2,0.2,0.8,0.8,0.8,1,1.6,0,0,0.4,0.2,0.5,0.4,0.555555556,0.333333333,19,25.3,5.1,-6.05,179.4,271.9,12.09031611,12.55819915,0.51878476,0.625973358,134.5,119.5,4.460594807,4.281216399,0.6,1.9,1.2,3.8,1.5,1.6,0.791666667,0.63,1.5,2.3,0.1,0.7,0.8,1.1,2.1,2.2,44.5,46.1,0.6,0.7,1.5,0.6,2.1,1.3,0,1,0,1,1,1,24,28,0.5,15,220,226,12.22222222,15.06666667,0.642857143,0.625,154,121,3.666666667,5.041666667,0,2,0,4,2,0,0.666666667,0,2,4,0,1,3,2,0,3,42,59,0,1,0,1,0,2,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0
201403,2014,3,PHI,WAS,-4,27,23,50,-210,180,1,0,0,1,0,0,0,0.6,0.4,0.8,0.2,0.6,0.6,34.4,20.4,-2.3,-7.6,267.4,235.2,13.64961548,10.34675914,0.642455338,0.563582766,181.8,99.6,5.544469583,4.148022519,2.2,1.2,4.4,2.4,1.2,1.8,0.8,1,2.6,1.4,1.2,0.8,1.2,1.2,2.6,1.8,46.4,45,0.4,1.8,0.4,1.2,0.8,3,0.6,0.6,0.5,0.3,0.9,0.1,0.7,0.3,33,17.8,-0.9,-7.2,260.1,214.6,13.69813582,10.99282401,0.625187223,0.574857306,148.1,138.2,4.742955273,4.587092574,1.7,1.3,3.4,2.6,1.3,1.5,0.766666667,0.8,2.3,1.7,1.2,0.7,1,1.1,2.6,2.2,48.4,44.5,0.8,1,0.5,0.9,1.3,1.9,1,0,1,1,1,1,30,41,6,-26,263,169,15.47058824,8.894736842,0.62962963,0.387755102,137,91,4.029411765,3.956521739,2,0,4,0,1,2,1,1,3,0,1,1,2,2,0,1,41,55,1,2,0,2,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0
201403,2014,3,SEA,DEN,-4.5,26,21,48,-225,190,1,1,0,1,0,0,0,0.6,0.2,0.6,0.8,0.6,0.4,23.4,29.2,-1,0.1,202.2,372.8,11.94848485,12.48313168,0.616513965,0.685846896,112.2,108.4,3.8511491,4.263224711,1.4,3.8,2.8,7.6,1.8,2,0.9,0.8,2,4.2,0.8,0.8,2.4,0.8,2,1.8,38.6,44.2,0.2,0,0.6,0.6,0.8,0.6,0,0,0.6,0.6,0.7,0.8,0.7,0.6,26.9,31.8,-3.95,-1.1,216,332.2,13.44143541,12.09087286,0.655999324,0.670670688,146.4,130,4.565130411,4.15440276,1.7,3.2,3.4,6.4,2,1.6,0.85,0.766666667,2.8,4,0.9,1,1.9,0.4,1.8,2.9,37.5,44.9,0.1,0.6,0.4,0.5,0.5,1.1,0,1,0,1,0,0,21,24,14,6,172,375,11.46666667,10.71428571,0.652173913,0.853658537,111,124,3.083333333,4.275862069,1,4,2,8,2,2,1,1,2,4,1,1,2,0,1,2,31,36,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0
201403,2014,3,SF,ARI,-3,22,19,41,-155,135,0,0,1,0,0,0,0,0.4,0.6,0.8,0.8,0.6,0.5,27.6,23.4,0.8,7.4,232,277.4,13.34806246,12.46486365,0.61753598,0.637442218,143,112.8,4.524617918,3.693544456,1.4,1.6,2.8,3.2,3.2,1.6,0.95,0.5,2,2.2,0.4,0.6,1.2,1,2.2,3.6,47.8,47.8,0.2,0.6,0.2,1.4,0.4,2,0.6,0.8,0.6,0.7,0.7,0.8,0.555555556,0.666666667,23.6,26.2,-0.65,-0.7,213.9,283.2,12.75806351,12.10457276,0.587505167,0.634095943,118.8,87.9,4.078521404,3.115749311,1.5,1.5,3,3,2.7,2,0.891666667,0.73,1.9,2,0.6,0.5,1.1,0.8,2.3,2.6,46.2,47.1,0.4,0.7,0.4,1.1,0.8,1.8,0,1,0,1,0,1,20,25,15,13,310,407,14.76190476,14.53571429,0.617647059,0.571428571,83,83,3.608695652,3.772727273,2,2,4,4,3,2,0.75,0.5,2,2,1,0,1,0,1,2,50,49,0,1,0,1,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201404,2014,4,ATL,MIN,-6,26,20,47.5,-250,210,0,0,0,1,0,0,0,0.4,0.4,0.4,0.4,0.8,0.4,29.4,15.6,-5.7,-1.5,271,246.6,9.610785515,12.16082432,0.680232896,0.567748652,85,146.8,3.612691511,5.720655462,1.6,1.4,3.2,2.8,1.4,1.4,0.8,0.483333333,2.8,2.8,1.4,1,0.8,0.8,2,3.4,44.6,43.4,0.6,0.6,1,1.2,1.6,1.8,0,0.2,0.5,0.6,0.4,0.555555556,0.7,0.6,27,22.1,-2.1,1.6,262.4,230.2,9.692552178,11.94231692,0.678503731,0.593556866,87,158,4.118050301,5.179801482,1.6,1.6,3.2,3.2,1.4,2.1,0.866666667,0.741666667,2.4,2.8,0.9,0.9,0.6,0.4,1.4,3.3,46.3,43.9,0.6,0.6,0.7,1,1.3,1.6,1,0,1,0,1,0,56,9,-35.5,-1,280,189,10,9.45,0.7,0.606060606,76,174,3.8,8.7,2,1,4,2,2,0,1,0,2,2,1,1,1,0,1,5,37,43,0,1,1,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201404,2014,4,BAL,CAR,-3,22,19,42,-165,145,1,1,1,0,0,0,0,0.4,0.8,0.4,0.8,0.4,0.6,17.8,20.2,-10.7,4,234.4,205.2,9.619927536,12.56054973,0.583929825,0.616175958,86,127.4,3.711375661,4.623782716,1,1.4,2,2.8,2.8,1.6,0.6,0.733333333,1,2,0.8,0.2,1.4,1,0.6,5,37.6,41.2,0.2,0.2,1.8,0.8,2,1,0.2,0.2,0.5,0.7,0.6,0.8,0.444444444,0.555555556,19.7,21.5,-5.45,-0.9,223.9,200.8,10.26794519,11.82617055,0.592342342,0.588014088,118.6,137.2,3.725144305,4.698682962,1.1,1.2,2.2,2.4,2.7,1.6,0.75,0.708333333,1.5,2.3,0.5,0.3,1.2,1,1.8,3.9,38.7,42.8,0.2,0.3,1.5,0.8,1.7,1.1,1,1,1,0,1,0,23,19,-0.5,21,192,149,6.4,9.933333333,0.6,0.555555556,47,134,3.357142857,4.620689655,1,2,2,4,3,0,1,0,0,2,1,0,4,1,0,9,44,48,0,1,3,1,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79,0,0,1,0,0,0,0,0,0,0,0,0
201404,2014,4,GB,CHI,-2,26,24,51,-130,110,0,1,1,0,0,0,0,0.2,0.4,0.4,0.4,0.2,0.4,23.6,22.8,-6.6,-1.5,249.2,287.2,11.98352381,13.28715854,0.619230769,0.657533774,119.6,135.4,4.108169478,5.022978919,1.6,2.4,3.2,4.8,1.6,1.4,1,0.7,2.4,2.8,1,0.4,1.4,1,1.4,2.4,45.2,48.2,0.8,0.8,1.2,0.8,2,1.6,0.8,0.8,0.444444444,0.3,0.444444444,0.5,0.2,0.444444444,22.6,26.1,-5.2,-5,292.2,271.9,12.14170033,12.55819915,0.637235582,0.625973358,113.7,119.5,4.019841041,4.281216399,1.7,1.9,3.4,3.8,1.8,1.6,0.95,0.63,2.7,2.3,0.7,0.7,1,1.1,2.8,2.2,49.5,46.1,0.5,0.7,1.1,0.6,1.6,1.3,0,1,0,1,0,1,7,27,-10.5,9.5,318,226,12.72,15.06666667,0.641025641,0.625,160,121,4.705882353,5.041666667,2,2,4,4,2,0,1,0,3,4,1,1,1,2,1,3,42,59,0,1,2,1,2,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0
201404,2014,4,HOU,BUF,-3,23,20,44,-150,130,1,1,1,0,0,0,0,0.4,0.4,0.4,0.6,0.6,0.6,17.4,20.2,-9.2,-3.6,240.4,205.4,11.69434343,12.30919935,0.546384518,0.593602403,92.6,166.4,3.854109785,4.528948142,0.6,0.8,1.2,1.6,1.4,2.2,1,0.933333333,1.6,2,0.6,1,0.6,1.4,1,4,47.4,50.4,0.4,0.8,1.8,1.2,2.2,2,0.4,0.4,0.2,0.4,0.2,0.5,0.4,0.5,17,21.2,-1.5,-1.65,235,213.9,11.13441919,12.18831179,0.549528756,0.583750686,84.2,137.6,3.80669775,4.338757287,0.7,1,1.4,2,1.8,1.7,0.925,0.866666667,1.3,2,0.6,1.1,0.4,1.2,1.3,3.3,48.3,50,0.6,0.9,1.3,1,1.9,1.9,1,1,0,0,0,0,17,10,-12,14.5,229,247,10.40909091,15.4375,0.647058824,0.551724138,65,169,2.954545455,4.828571429,0,1,0,2,1,2,1,1,1,2,2,2,1,1,1,1,50,37,2,0,2,0,4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0
201404,2014,4,IND,TEN,-7.5,26,19,46,-375,315,1,1,0,0,1,0,0,0.8,0.25,0.6,0.6,0.8,0.2,29.6,15.8,0.3,4.1,250.8,224.4,10.46704141,11.13651799,0.633090912,0.601754009,106.8,131.4,4.091990663,4.133625731,1.6,1.4,3.2,2.8,2.8,1.4,0.75,0.533333333,2.4,2.6,1.6,0.6,1.6,0.8,2.4,2,42.8,49,0,0.6,0.4,1.6,0.4,2.2,1,1,0.666666667,0.375,0.6,0.4,0.666666667,0.25,26.4,20.5,-5.2,0.4,246.6,224.4,10.98544894,11.51752085,0.588554003,0.6161151,94,113.4,3.727633485,3.867100905,1.3,1.3,2.6,2.6,2,1.5,0.675,0.666666667,2,2.3,1,0.7,1.2,1,2.4,2.2,45.3,49.1,0.1,0.7,0.7,1.1,0.8,1.8,1,0,1,0,1,0,44,7,-20.5,-19.5,307,166,10.5862069,11.06666667,0.707317073,0.625,80,151,2.857142857,4.194444444,1,0,2,0,3,3,1,1,3,1,1,1,1,2,3,1,35,36,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201404,2014,4,MIA,OAK,-4,22,18,41,-190,170,0,1,0,1,0,0,0,0.2,0.4,0.2,0,0.2,0.4,13,12.8,5.1,-3.5,228.4,253.6,11.28361905,12.96333333,0.558094966,0.550894309,86.8,88.6,3.879230928,3.604263641,1.6,1.2,3.2,2.4,1,1.2,0.45,0.733333333,1.8,2.4,0.6,1,0.8,0.4,1.6,1.8,49.4,51.6,0.2,1,1.4,1.6,1.6,2.6,0.6,0.6,0.4,0.4,0.5,0.1,0.6,0.4,18.2,19.3,6.05,-2.7,231.4,214.8,10.99028235,11.96246923,0.581999864,0.535363974,82.1,97,3.640485286,3.776925799,1.4,1.2,2.8,2.4,1.3,1.4,0.55,0.633333333,1.6,2.1,0.6,1.3,0.8,0.5,1.8,2,49,49.9,0.2,0.7,1.1,1.2,1.3,1.9,0,1,0,0,0,1,15,9,24.5,7,204,211,10.2,10.55,0.5,0.555555556,92,54,4.181818182,2.842105263,1,2,2,4,0,0,0,0,1,2,0,0,0,0,0,3,54,56,0,1,3,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,0,0
